acct_ccy,acct_id,ctpty_ctry,ctpty_nm,rmt_inf_ustrd1,year_month,bal_aftr,occupation,age
EUR,NL98BOER9248120709,NL,Lars Niermann,Dinner reimbursement,2024-06-01,7581.76,Professional,45
EUR,NL98BOER9248120709,United States,Oracle,Technology services invoice payment,2024-06-01,7592.99,Professional,45
EUR,NL98BOER9248120709,NL,Berkshire Hathaway,Conglomerate product order,2024-06-01,7595.5,Professional,45
EUR,NL98BOER9248120709,NL,Gilead Sciences,Clinical trial payment,2024-06-01,7625.3,Professional,45
EUR,NL98BOER9248120709,Austria,Geldmaat ATM,Geldmaat: ba871937-4d1e-49bd-868d-84fd7dad1f5e,2024-06-01,11618.3,Professional,45
EUR,NL98BOER9248120709,NL,Unilever,Product purchase,2024-06-01,11626.35,Professional,45
EUR,NL98BOER9248120709,NL,Geldmaat ATM,Geldmaat: 12fa0ff5-02d4-45d6-8902-09fae2d07e4a,2024-06-01,11639.81,Professional,45
EUR,NL98BOER9248120709,Spain,Adam Brievingh,New baby gift,2024-06-01,11644.02,Professional,45
EUR,NL98BOER9248120709,NL,Ceylin van Nes,Travel expenses,2024-06-01,11698.45,Professional,45
EUR,NL98BOER9248120709,Austria,Geldmaat ATM,Geldmaat: f07ca062-629d-4c01-978d-5287a8ad86ac,2024-06-01,15691.45,Professional,45
EUR,NL98BOER9248120709,NL,IBM,Web hosting fee,2024-06-01,15724.08,Professional,45
EUR,NL98BOER9248120709,NL,Johannes Charon,Baby shower gift,2024-06-01,15769.9,Professional,45
EUR,NL98BOER9248120709,NL,Daan van Breugel-Walter,Vacation expenses,2024-06-01,15823.23,Professional,45
EUR,NL98BOER9248120709,Austria,Geldmaat ATM,Geldmaat: aef01d03-3953-495c-a51d-7df0965ed6c2,2024-06-01,19816.23,Professional,45
EUR,NL98BOER9248120709,Spain,Tata Consultancy Services,Software development bill,2024-06-01,19820.31,Professional,45
EUR,NL98BOER9248120709,NL,Sam van Stralen,Reimbursement for bills,2024-06-01,19852.45,Professional,45
EUR,NL98BOER9248120709,NL,Renault,Auto repair bill,2024-06-01,20761.59,Professional,45
EUR,NL98BOER9248120709,United States,Facebook,Social media service subscription,2024-06-01,20814.24,Professional,45
EUR,NL98BOER9248120709,Austria,Geldmaat ATM,Geldmaat: 7f586380-34e8-44d3-9284-9ed42fa0f90d,2024-06-01,24807.24,Professional,45
