acct_ccy,acct_id,ctpty_ctry,ctpty_nm,rmt_inf_ustrd1,year_month,bal_aftr,occupation,age
EUR,NL05YEPP3429038624,NL,GlaxoSmithKline,Medication purchase,2024-06-01,2074.67,Retired,65
EUR,NL05YEPP3429038624,NL,Boeing,Aircraft maintenance,2024-06-01,2104.2,Retired,65
EUR,NL05YEPP3429038624,NL,SoftBank,Corporate services payment,2024-06-01,2121.75,Retired,65
EUR,NL05YEPP3429038624,Canada,Geldmaat ATM,Geldmaat: bf93e257-2406-4f74-bf01-f7860531264b,2024-06-01,5788.75,Retired,65
EUR,NL05YEPP3429038624,Belgium,Sanofi,Healthcare prescription,2024-06-01,5805.24,Retired,65
EUR,NL05YEPP3429038624,NL,Pfizer,Healthcare prescription,2024-06-01,5899.9,Retired,65
EUR,NL05YEPP3429038624,Canada,Geldmaat ATM,Geldmaat: d4f3537c-1484-4e41-9ea2-9dbe4959b9e3,2024-06-01,9566.9,Retired,65
EUR,NL05YEPP3429038624,Canada,Amazon,Subscription service,2024-06-01,9604.19,Retired,65
EUR,NL05YEPP3429038624,Canada,Geldmaat ATM,Geldmaat: 03793e86-2346-4df1-804a-3df6a1d0de1d,2024-06-01,13271.19,Retired,65
EUR,NL05YEPP3429038624,NL,Jake van Leeuwen,Reimbursement for bills,2024-06-01,13326.31,Retired,65
EUR,NL05YEPP3429038624,Canada,BMW,Auto repair bill,2024-06-01,13486.83,Retired,65
EUR,NL05YEPP3429038624,Canada,Geldmaat ATM,Geldmaat: 639d4a42-b35a-4844-8bd7-6b956687808d,2024-06-01,17153.83,Retired,65
EUR,NL05YEPP3429038624,Austria,Catharina van Doorn,Reimbursement for dinner,2024-06-01,17180.86,Retired,65
EUR,NL05YEPP3429038624,Canada,Geldmaat ATM,Geldmaat: 4dc6daa6-d635-4668-998a-3175e890470d,2024-06-01,20847.86,Retired,65
EUR,NL05YEPP3429038624,Great Britain,Geldmaat ATM,Geldmaat: ff6a736d-eceb-44b9-af78-400b855a7b60,2024-06-01,20905.84,Retired,65
EUR,NL05YEPP3429038624,Japan,AstraZeneca,Drug order payment,2024-06-01,21003.18,Retired,65
EUR,NL05YEPP3429038624,Canada,Geldmaat ATM,Geldmaat: 0c0fd86c-69fa-4a02-8b8f-3b69e45ae320,2024-06-01,24670.18,Retired,65
EUR,NL05YEPP3429038624,Canada,Geldmaat ATM,Geldmaat: b1cea062-f857-405e-91cb-75b6b21bf469,2024-06-01,28337.18,Retired,65
EUR,NL05YEPP3429038624,France,Dell Technologies,Web hosting fee,2024-06-01,28348.87,Retired,65
EUR,NL05YEPP3429038624,NL,Alibaba,Subscription service,2024-06-01,28416.1,Retired,65
EUR,NL05YEPP3429038624,Canada,Geldmaat ATM,Geldmaat: ba2587fb-1741-49ad-b543-7004e6e8af57,2024-06-01,32083.1,Retired,65
EUR,NL05YEPP3429038624,NL,Huawei,Software license fee payment,2024-06-01,32103.72,Retired,65
EUR,NL05YEPP3429038624,NL,Ayoub Beourgeois-van 't Erve,Gift,2024-06-01,32161.97,Retired,65
EUR,NL05YEPP3429038624,Canada,Geldmaat ATM,Geldmaat: 6faa042f-6281-4fd6-835a-3164eda49695,2024-06-01,35828.97,Retired,65
EUR,NL05YEPP3429038624,NL,Duke Energy,Energy supply charge,2024-06-01,35910.83,Retired,65
EUR,NL05YEPP3429038624,Japan,Tata Consultancy Services,Technical service charge,2024-06-01,35942.19,Retired,65
EUR,NL05YEPP3429038624,NL,Berend Hoes,Gift,2024-06-01,36468.98,Retired,65
EUR,NL05YEPP3429038624,Canada,Geldmaat ATM,Geldmaat: b9004f36-ad3e-401b-9bfb-f42c34f6dee1,2024-06-01,40135.98,Retired,65
EUR,NL05YEPP3429038624,NL,ByteDance,Web hosting fee,2024-06-01,40136.91,Retired,65
EUR,NL05YEPP3429038624,NL,Boeing,Aerospace parts purchase,2024-06-01,40200.22,Retired,65
