acct_ccy,acct_id,ctpty_ctry,ctpty_nm,rmt_inf_ustrd1,year_month,bal_aftr,occupation,age
USD,US19PONZ1160572954,Canada,Alphabet Inc.,Software license fee payment,2024-06-01,1578.04,Retail worker,28
USD,US19PONZ1160572954,United States,Luka van Rossum,Shared utilities,2024-06-01,1592.22,Retail worker,28
USD,US19PONZ1160572954,Italy,Finn Schwartsbach-van der Horst,Reimbursement for shopping,2024-06-01,1621.56,Retail worker,28
USD,US19PONZ1160572954,NL,Novartis,Pharmacy bill,2024-06-01,1623.98,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 7dca2a9e-e5ff-4d7b-8255-6ff763a7912b,2024-06-01,3990.98,Retail worker,28
USD,US19PONZ1160572954,NL,GlaxoSmithKline,Pharmacy bill,2024-06-01,4037.35,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: e9d6623a-ac1c-4c2f-a85a-b14248871584,2024-06-01,6404.35,Retail worker,28
USD,US19PONZ1160572954,Canada,Toyota,Car parts order,2024-06-01,6465.02,Retail worker,28
USD,US19PONZ1160572954,NL,Jolie Rouwenhorst-de Vos,Vacation expenses,2024-06-01,6466.74,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: c71b141d-b7d9-42be-b293-f0bd7318257f,2024-06-01,8833.74,Retail worker,28
USD,US19PONZ1160572954,Canada,Oracle,Web hosting fee,2024-06-01,9107.35,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 3449022d-e8ee-4c4c-8ad6-5bde9b00729e,2024-06-01,11474.35,Retail worker,28
USD,US19PONZ1160572954,NL,Kate van Breukelveen,Reimbursement for dinner,2024-06-01,11583.74,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 35b69f1d-77c0-4677-8da1-9b1fad01fd1d,2024-06-01,13950.74,Retail worker,28
USD,US19PONZ1160572954,Canada,Daimler,Car purchase,2024-06-01,14044.1,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: e5ca640e-4560-40f8-8c5c-11fc626e6fe4,2024-06-01,16411.1,Retail worker,28
USD,US19PONZ1160572954,NL,Phillips 66,Electricity payment,2024-06-01,16450.41,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 5ce903b0-1916-4400-a6cf-70200cf1f592,2024-06-01,18817.41,Retail worker,28
USD,US19PONZ1160572954,NL,AT&T,Phone bill,2024-06-01,18826.17,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 184925be-38f7-4127-8b30-724be42f34a0,2024-06-01,21193.17,Retail worker,28
USD,US19PONZ1160572954,NL,Microsoft,Software license fee payment,2024-06-01,21272.44,Retail worker,28
USD,US19PONZ1160572954,NL,SoftBank,Corporate services payment,2024-06-01,21275.83,Retail worker,28
USD,US19PONZ1160572954,NL,Goldman Sachs,Capital markets service,2024-06-01,21292.14,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: c2a05f17-8b46-487c-a206-0be533500301,2024-06-01,23659.14,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 58f88f55-af2d-47ce-8aee-613caf171d1f,2024-06-01,23692.57,Retail worker,28
USD,US19PONZ1160572954,NL,Sven Schokman-van Limburg,Gift,2024-06-01,23738.56,Retail worker,28
USD,US19PONZ1160572954,NL,Berkshire Hathaway,Corporate services payment,2024-06-01,23740.73,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: a940ff9c-3fbe-4b31-8201-7f7f43a39dd7,2024-06-01,26107.73,Retail worker,28
USD,US19PONZ1160572954,NL,Dion Merckx,Support money,2024-06-01,26149.86,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: e62f70ab-654d-42ea-b25b-c6ee0d8ba1f1,2024-06-01,28516.86,Retail worker,28
USD,US19PONZ1160572954,NL,Goldman Sachs,Stock purchase,2024-06-01,28540.29,Retail worker,28
USD,US19PONZ1160572954,Canada,Procter & Gamble,Retail goods payment,2024-06-01,28602.5,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: d4e05ee8-d8a3-4622-a3fb-7129f0d3ba22,2024-06-01,30969.5,Retail worker,28
USD,US19PONZ1160572954,NL,Johnson & Johnson,Medication purchase,2024-06-01,30974.6,Retail worker,28
USD,US19PONZ1160572954,NL,Cisco Systems,Technology services invoice payment,2024-06-01,31003.78,Retail worker,28
USD,US19PONZ1160572954,NL,AstraZeneca,Medication purchase,2024-06-01,31012.44,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 2978d600-f94f-4717-b473-176a790d4402,2024-06-01,33379.44,Retail worker,28
USD,US19PONZ1160572954,NL,DuPont,Business unit invoice,2024-06-01,33426.57,Retail worker,28
USD,US19PONZ1160572954,Canada,Cisco Systems,Software license fee payment,2024-06-01,33429.67,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 7e8d23e2-f52f-4e3b-b043-df36c6805508,2024-06-01,35796.67,Retail worker,28
USD,US19PONZ1160572954,Canada,Honeywell,Conglomerate product order,2024-06-01,35854.26,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 158d0d84-4417-41f9-a151-8a0dbccc9c3d,2024-06-01,38221.26,Retail worker,28
USD,US19PONZ1160572954,NL,Maarten van Es,Birthday gift,2024-06-01,38245.42,Retail worker,28
USD,US19PONZ1160572954,Canada,Isabel van Asten,Rent assistance,2024-06-01,38291.54,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 2ac2bec5-da60-4e88-85a2-9a78b2735025,2024-06-01,40658.54,Retail worker,28
USD,US19PONZ1160572954,NL,Huawei,Software license fee payment,2024-06-01,40669.53,Retail worker,28
USD,US19PONZ1160572954,NL,Renault,Auto repair bill,2024-06-01,40671.64,Retail worker,28
USD,US19PONZ1160572954,NL,Verizon,Cable service subscription,2024-06-01,40676.06,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: 07d983b3-8b61-4726-af76-7291b4f166b5,2024-06-01,43043.06,Retail worker,28
USD,US19PONZ1160572954,United States,Ella Scheer-Arnold,Birthday gift,2024-06-01,43079.96,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: b886c780-a008-43e0-9353-810e42e10748,2024-06-01,45446.96,Retail worker,28
USD,US19PONZ1160572954,NL,Apple Inc.,Software license fee payment,2024-06-01,45487.37,Retail worker,28
USD,US19PONZ1160572954,NL,Allianz,Claim settlement,2024-06-01,45524.16,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: f99c3762-b378-4bd6-9976-33ac832eea47,2024-06-01,47891.16,Retail worker,28
USD,US19PONZ1160572954,NL,Ford Motor,Car purchase,2024-06-01,47896.83,Retail worker,28
USD,US19PONZ1160572954,NL,SoftBank,Business unit invoice,2024-06-01,47923.19,Retail worker,28
USD,US19PONZ1160572954,NL,Pfizer,Pharmacy bill,2024-06-01,47929.57,Retail worker,28
USD,US19PONZ1160572954,NL,Geldmaat ATM,Geldmaat: a3ace403-1ccd-4e1c-80e7-5478cd4ee118,2024-06-01,50296.57,Retail worker,28
USD,US19PONZ1160572954,NL,Meta Platforms,Software license fee payment,2024-06-01,50350.46,Retail worker,28
