acct_ccy,acct_id,ctpty_ctry,ctpty_nm,rmt_inf_ustrd1,year_month,bal_aftr,occupation,age
EUR,NL98BOER6605316734,NL,Rowan van de Darnau,Grocery money,2024-06-01,6785.25,Retail worker,28
EUR,NL98BOER6605316734,Germany,Bayer,Pharmacy bill,2024-06-01,6787.37,Retail worker,28
EUR,NL98BOER6605316734,United States,Mila Scharroo,Rent payment,2024-06-01,6804.34,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 94702feb-448a-4bf8-910b-72bf9f482066,2024-06-01,9632.34,Retail worker,28
EUR,NL98BOER6605316734,NL,Mette Bertho,Anniversary gift,2024-06-01,9663.74,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: ff53e27a-3240-4935-a88d-1bda4309e33d,2024-06-01,9740.2,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: be2c631d-1c9e-423e-b577-4b92816d358f,2024-06-01,12568.2,Retail worker,28
EUR,NL98BOER6605316734,NL,Mitsubishi,Diversified company fee,2024-06-01,12585.53,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 17ffdca1-ea3c-458b-947c-fe1fe3ee208d,2024-06-01,15413.53,Retail worker,28
EUR,NL98BOER6605316734,NL,Gilead Sciences,Genetic testing kit,2024-06-01,15524.84,Retail worker,28
EUR,NL98BOER6605316734,United States,Sander Smith,School fees,2024-06-01,15550.42,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 4e1890e9-290a-4497-8db8-7554455dbd36,2024-06-01,18378.42,Retail worker,28
EUR,NL98BOER6605316734,NL,Roche,Healthcare prescription,2024-06-01,18386.36,Retail worker,28
EUR,NL98BOER6605316734,Italy,Nike,Sportswear buy,2024-06-01,18466.97,Retail worker,28
EUR,NL98BOER6605316734,NL,General Electric,Corporate services payment,2024-06-01,18598.59,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 22a5b31b-2778-402e-b98a-cf40122b55ec,2024-06-01,21426.59,Retail worker,28
EUR,NL98BOER6605316734,United States,Emir Hexspoor,Household expenses,2024-06-01,21527.17,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 328fc250-f38f-4762-bd4a-0c42bc7cbe1f,2024-06-01,24355.17,Retail worker,28
EUR,NL98BOER6605316734,NL,Huawei,Software license fee payment,2024-06-01,24370.9,Retail worker,28
EUR,NL98BOER6605316734,Germany,Duke Energy,Electricity payment,2024-06-01,24416.83,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 49130f09-286b-45fd-811f-e64a7c42cbbc,2024-06-01,27244.83,Retail worker,28
EUR,NL98BOER6605316734,NL,Wout van der Flaas,Funeral expenses,2024-06-01,27248.29,Retail worker,28
EUR,NL98BOER6605316734,Great Britain,Geldmaat ATM,Geldmaat: 2850fabc-9046-4d3c-ae2c-6b2f42f89312,2024-06-01,27304.61,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 83bf8d6a-6e2e-498c-ab3b-2bbeb3df3d03,2024-06-01,30132.61,Retail worker,28
EUR,NL98BOER6605316734,NL,Meta Platforms,Technology services invoice payment,2024-06-01,30136.16,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 6dd524c6-dd63-419b-936c-11d58be05090,2024-06-01,32964.16,Retail worker,28
EUR,NL98BOER6605316734,Great Britain,Procter & Gamble,Product purchase,2024-06-01,33089.85,Retail worker,28
EUR,NL98BOER6605316734,NL,Boeing,Aircraft maintenance,2024-06-01,33094.7,Retail worker,28
EUR,NL98BOER6605316734,NL,Dana Oemencs-Bud,Gift,2024-06-01,33177.45,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 2875eacb-4623-43d8-b14a-4cf43894ab5e,2024-06-01,36005.45,Retail worker,28
EUR,NL98BOER6605316734,Great Britain,Duke Energy,Utility bill,2024-06-01,36047.48,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: ac338dc6-ccac-45fc-8072-6fc512865418,2024-06-01,38875.48,Retail worker,28
EUR,NL98BOER6605316734,NL,Goldman Sachs,Brokerage fee,2024-06-01,38897.76,Retail worker,28
EUR,NL98BOER6605316734,United States,Joshua VI-Uphuis,Travel expenses,2024-06-01,38942.51,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: b8e1b61b-71ae-4aab-a1d9-8a2ae420804b,2024-06-01,41770.51,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 7cbf0fd7-69be-4eea-857f-766c1125e45e,2024-06-01,44598.51,Retail worker,28
EUR,NL98BOER6605316734,NL,Geldmaat ATM,Geldmaat: 28946b1e-5cc8-4688-a36a-05041668b20c,2024-06-01,44663.43,Retail worker,28
