acct_ccy,acct_id,ctpty_ctry,ctpty_nm,rmt_inf_ustrd1,year_month,bal_aftr,occupation,age
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 01f03380-c498-413c-8a23-39c155a9dcdc,2024-06-01,4463.0,Student,20
GBP,GB45SCAM7115704402,Great Britain,Duke Energy,Energy supply charge,2024-06-01,4474.25,Student,20
GBP,GB45SCAM7115704402,NL,Boeing,Aircraft maintenance,2024-06-01,4530.37,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 9d57b0d5-19c9-410d-b29a-a0ac11b103de,2024-06-01,5484.37,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 4ead22fa-4d07-450e-bca2-2ea304a7f505,2024-06-01,5492.89,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 8b7a84d1-5d55-4dc8-b3d0-3021276e7a50,2024-06-01,6446.89,Student,20
GBP,GB45SCAM7115704402,Hungary,Merck & Co.,Medication purchase,2024-06-01,6498.59,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 8178f338-45e2-468d-8b00-0306d162e8b7,2024-06-01,7452.59,Student,20
GBP,GB45SCAM7115704402,Canada,Alicia Vaessen,Medical bills,2024-06-01,7465.18,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: a7085290-7346-4947-b684-ff6473e94940,2024-06-01,8419.18,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 67d8aa9a-5835-4ef5-80f1-c208d2b02ba9,2024-06-01,9373.18,Student,20
GBP,GB45SCAM7115704402,Canada,Sanofi,Medication purchase,2024-06-01,9409.42,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: b5896739-1164-4532-856d-098534be6d5f,2024-06-01,10363.42,Student,20
GBP,GB45SCAM7115704402,NL,Bayer,Healthcare prescription,2024-06-01,10384.12,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: e040ec69-09a0-4bf8-841c-c18146a982c0,2024-06-01,11338.12,Student,20
GBP,GB45SCAM7115704402,NL,Milo Bronder,School fees,2024-06-01,11363.54,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 0bd40226-d28c-4760-9e94-cb1a69609e6a,2024-06-01,12317.54,Student,20
GBP,GB45SCAM7115704402,Italy,Mirte de Hoogh,Shared meal cost,2024-06-01,12323.41,Student,20
GBP,GB45SCAM7115704402,NL,Volkswagen,Auto repair bill,2024-06-01,12486.15,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 332d8610-36c0-47ca-981b-d778858c0cab,2024-06-01,13440.15,Student,20
GBP,GB45SCAM7115704402,NL,Procter & Gamble,Order payment,2024-06-01,13454.44,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 73e1362e-18b4-4087-868a-8d9181ab97f1,2024-06-01,14408.44,Student,20
GBP,GB45SCAM7115704402,NL,Daimler,Car parts order,2024-06-01,14433.27,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 00ff2b02-5a01-4e21-ba1d-6fa5334a4663,2024-06-01,15387.27,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 1b73100b-73a4-46ff-af05-b2ea4dec4b4b,2024-06-01,16341.27,Student,20
GBP,GB45SCAM7115704402,Great Britain,Daimler,Vehicle service charge,2024-06-01,16354.86,Student,20
GBP,GB45SCAM7115704402,Great Britain,Accenture,Professional service invoice,2024-06-01,16366.21,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 41b2cf5d-1ebb-4aab-99bc-a96ef0e011cb,2024-06-01,17320.21,Student,20
GBP,GB45SCAM7115704402,Italy,AstraZeneca,Pharmacy bill,2024-06-01,17339.89,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 34f09e9f-63f8-4289-8c32-ca40166fffa4,2024-06-01,18293.89,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 81804520-c91f-4419-a1b2-472d8c664184,2024-06-01,19247.89,Student,20
GBP,GB45SCAM7115704402,NL,Sten van Tuijl,Party contribution,2024-06-01,19271.64,Student,20
GBP,GB45SCAM7115704402,Hungary,General Electric,Conglomerate product order,2024-06-01,19330.5,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: a816e2f6-92f3-4b43-b02a-3162572c98ca,2024-06-01,20284.5,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: da9d7a6b-0363-4b35-a693-92fb98020b12,2024-06-01,21238.5,Student,20
GBP,GB45SCAM7115704402,NL,Alphabet Inc.,Cloud storage subscription,2024-06-01,21248.5,Student,20
GBP,GB45SCAM7115704402,United States,3M,Conglomerate product order,2024-06-01,21260.52,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 4adc041f-92f6-4c33-9c4d-f1e70e6c1882,2024-06-01,22214.52,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 692729a8-de2b-401a-9b28-30f7c4e80553,2024-06-01,23168.52,Student,20
GBP,GB45SCAM7115704402,Italy,Phillips 66,Renewable energy subscription,2024-06-01,23185.65,Student,20
GBP,GB45SCAM7115704402,NL,Rens Schouten,Gift,2024-06-01,23193.58,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 5c5878fa-060b-43e1-a52b-7db723307933,2024-06-01,24147.58,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 17c33c46-c317-4f76-87f0-ede61b766a09,2024-06-01,25101.58,Student,20
GBP,GB45SCAM7115704402,NL,Norah van den Henst,Personal loan,2024-06-01,25130.37,Student,20
GBP,GB45SCAM7115704402,NL,General Electric,Corporate services payment,2024-06-01,25135.51,Student,20
GBP,GB45SCAM7115704402,NL,General Electric,Business unit invoice,2024-06-01,25138.68,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 222c2a62-c38f-4da3-a570-aa5a6a0ab21a,2024-06-01,26092.68,Student,20
GBP,GB45SCAM7115704402,NL,Geldmaat ATM,Geldmaat: 0929e81d-0d1d-407e-82b2-902ef53c3273,2024-06-01,27046.68,Student,20
GBP,GB45SCAM7115704402,Hungary,Bayer,Healthcare prescription,2024-06-01,27083.03,Student,20
