acct_ccy,acct_id,ctpty_ctry,ctpty_nm,rmt_inf_ustrd1,year_month,bal_aftr,occupation,age
EUR,NL05YEPP7715048960,France,BASF,Industrial chemicals purchase,2024-06-01,6423.27,Retired,65
EUR,NL05YEPP7715048960,NL,Berkshire Hathaway,Conglomerate product order,2024-06-01,6473.22,Retired,65
EUR,NL05YEPP7715048960,United States,Keano Meijer-Charon,Shared ride expenses,2024-06-01,6510.79,Retired,65
EUR,NL05YEPP7715048960,United States,Goldman Sachs,Stock purchase,2024-06-01,6521.97,Retired,65
EUR,NL05YEPP7715048960,Great Britain,Geldmaat ATM,Geldmaat: ac917531-b2ef-4349-b887-e5dff3e5c939,2024-06-01,10225.97,Retired,65
EUR,NL05YEPP7715048960,Hungary,Geldmaat ATM,Geldmaat: 62452621-f1fb-4641-8c81-4cd82be29abb,2024-06-01,10363.63,Retired,65
EUR,NL05YEPP7715048960,Great Britain,Geldmaat ATM,Geldmaat: 2c3a412d-40c3-45ab-8ace-156eea369dff,2024-06-01,14067.63,Retired,65
EUR,NL05YEPP7715048960,Great Britain,Thijn Roosenboom,Housewarming gift,2024-06-01,14113.29,Retired,65
EUR,NL05YEPP7715048960,Great Britain,Geldmaat ATM,Geldmaat: 0ad55827-3388-4eb1-938b-4f9a90d7add2,2024-06-01,17817.29,Retired,65
EUR,NL05YEPP7715048960,NL,BASF,Laboratory reagents buy,2024-06-01,17822.87,Retired,65
EUR,NL05YEPP7715048960,Canada,Berkshire Hathaway,Diversified company fee,2024-06-01,17876.52,Retired,65
EUR,NL05YEPP7715048960,NL,AT&T,Data plan payment,2024-06-01,17959.56,Retired,65
EUR,NL05YEPP7715048960,Spain,Nike,Apparel shopping,2024-06-01,17966.26,Retired,65
EUR,NL05YEPP7715048960,NL,LVMH,Luxury item purchase,2024-06-01,17984.19,Retired,65
EUR,NL05YEPP7715048960,Great Britain,Geldmaat ATM,Geldmaat: 0396da23-affb-4fd3-8bf1-0bd502a2cf6c,2024-06-01,21688.19,Retired,65
EUR,NL05YEPP7715048960,Great Britain,Verizon,Data plan payment,2024-06-01,21781.99,Retired,65
EUR,NL05YEPP7715048960,Great Britain,Geldmaat ATM,Geldmaat: 49d944f7-46af-4d83-aba0-61cbde68de3f,2024-06-01,25485.99,Retired,65
