acct_ccy,acct_id,ctpty_ctry,ctpty_nm,rmt_inf_ustrd1,year_month,bal_aftr,occupation,age
EUR,NL12FAKE9428078432,NL,Bristol-Myers Squibb,Medication purchase,2024-06-01,3711.09,Retired,65
EUR,NL12FAKE9428078432,France,SoftBank,Diversified company fee,2024-06-01,3712.42,Retired,65
EUR,NL12FAKE9428078432,NL,Geldmaat ATM,Geldmaat: 5237f2e1-3eb8-4f86-b4d5-8802a97bd24c,2024-06-01,6846.42,Retired,65
EUR,NL12FAKE9428078432,NL,GlaxoSmithKline,Healthcare prescription,2024-06-01,6855.87,Retired,65
EUR,NL12FAKE9428078432,NL,LVMH,Exclusive brand fee,2024-06-01,6879.35,Retired,65
EUR,NL12FAKE9428078432,NL,BASF,Laboratory reagents buy,2024-06-01,6902.63,Retired,65
EUR,NL12FAKE9428078432,NL,Airbus,Space exploration fee,2024-06-01,6912.23,Retired,65
EUR,NL12FAKE9428078432,NL,Duke Energy,Electricity payment,2024-06-01,6990.61,Retired,65
EUR,NL12FAKE9428078432,NL,Geldmaat ATM,Geldmaat: 2cbce7dd-190e-4788-b568-221f0f9d8445,2024-06-01,10124.61,Retired,65
EUR,NL12FAKE9428078432,Great Britain,Johnson & Johnson,Healthcare prescription,2024-06-01,10179.38,Retired,65
EUR,NL12FAKE9428078432,NL,AstraZeneca,Healthcare prescription,2024-06-01,10208.78,Retired,65
EUR,NL12FAKE9428078432,NL,Geldmaat ATM,Geldmaat: e2d8a834-b8e5-4b53-9a8f-e476a93beb3a,2024-06-01,13342.78,Retired,65
EUR,NL12FAKE9428078432,NL,Procter & Gamble,Order payment,2024-06-01,13366.88,Retired,65
EUR,NL12FAKE9428078432,NL,Facebook,Social media service subscription,2024-06-01,13394.78,Retired,65
EUR,NL12FAKE9428078432,NL,Floor Hazenveld-Neuteboom,Shared ride expenses,2024-06-01,13548.49,Retired,65
EUR,NL12FAKE9428078432,NL,Geldmaat ATM,Geldmaat: fc81dc3e-37c0-4d86-b907-56b4db2a1b90,2024-06-01,16682.49,Retired,65
EUR,NL12FAKE9428078432,NL,Roche,Healthcare prescription,2024-06-01,16710.22,Retired,65
EUR,NL12FAKE9428078432,NL,Tata Consultancy Services,Software development bill,2024-06-01,16747.27,Retired,65
